fold,n_layer,layer_size,features,f_engineer,normalize,acc
4,1,128,"['length', 'sd']",0,1,88.24561403508771
4,1,128,"['sd', 'range_value', 'length', 'sum_diff']",1,1,87.01754385964912
4,1,128,"['sd', 'range_value', 'length', 'sum_diff']",0,1,88.24561403508771
4,2,2,['length'],1,1,94.56140350877193
4,2,2,['length'],0,1,94.38596491228071
4,2,2,"['length', 'sd']",1,1,93.15789473684211
4,2,2,"['length', 'sd']",0,1,94.03508771929825
4,2,2,"['sd', 'range_value', 'length', 'sum_diff']",1,1,95.43859649122807
4,2,2,"['sd', 'range_value', 'length', 'sum_diff']",0,1,95.26315789473684
4,2,4,['length'],1,1,93.50877192982456
4,2,4,['length'],0,1,94.21052631578948
4,2,4,"['length', 'sd']",1,1,93.15789473684211
4,2,4,"['length', 'sd']",0,1,94.21052631578948
4,2,4,"['sd', 'range_value', 'length', 'sum_diff']",1,1,93.15789473684211
4,2,4,"['sd', 'range_value', 'length', 'sum_diff']",0,1,92.45614035087719
4,2,8,['length'],1,1,92.98245614035088
4,2,8,['length'],0,1,93.50877192982456
4,2,8,"['length', 'sd']",1,1,92.80701754385964
4,2,8,"['length', 'sd']",0,1,91.57894736842105
4,2,8,"['sd', 'range_value', 'length', 'sum_diff']",1,1,92.10526315789474
4,2,8,"['sd', 'range_value', 'length', 'sum_diff']",0,1,87.89473684210526
4,2,16,['length'],1,1,93.33333333333333
4,2,16,['length'],0,1,92.80701754385964
4,2,16,"['length', 'sd']",1,1,86.66666666666667
4,2,16,"['length', 'sd']",0,1,90.0
4,2,16,"['sd', 'range_value', 'length', 'sum_diff']",1,1,86.31578947368422
4,2,16,"['sd', 'range_value', 'length', 'sum_diff']",0,1,90.17543859649123
4,2,32,['length'],1,1,92.80701754385964
4,2,32,['length'],0,1,93.33333333333333
4,2,32,"['length', 'sd']",1,1,87.54385964912281
4,2,32,"['length', 'sd']",0,1,87.71929824561403
4,2,32,"['sd', 'range_value', 'length', 'sum_diff']",1,1,82.80701754385966
4,2,32,"['sd', 'range_value', 'length', 'sum_diff']",0,1,85.78947368421052
4,2,64,['length'],1,1,92.63157894736842
4,2,64,['length'],0,1,91.57894736842105
4,2,64,"['length', 'sd']",1,1,85.6140350877193
4,2,64,"['length', 'sd']",0,1,87.19298245614036
4,2,64,"['sd', 'range_value', 'length', 'sum_diff']",1,1,80.7017543859649
4,2,64,"['sd', 'range_value', 'length', 'sum_diff']",0,1,85.26315789473684
4,2,128,['length'],1,1,91.9298245614035
4,2,128,['length'],0,1,90.87719298245615
4,2,128,"['length', 'sd']",1,1,83.50877192982456
4,2,128,"['length', 'sd']",0,1,86.66666666666667
4,2,128,"['sd', 'range_value', 'length', 'sum_diff']",1,1,81.05263157894737
4,2,128,"['sd', 'range_value', 'length', 'sum_diff']",0,1,81.9298245614035
4,3,2,['length'],1,1,94.56140350877193
4,3,2,['length'],0,1,94.56140350877193
4,3,2,"['length', 'sd']",1,1,93.50877192982456
4,3,2,"['length', 'sd']",0,1,94.38596491228071
4,3,2,"['sd', 'range_value', 'length', 'sum_diff']",1,1,94.21052631578948
4,3,2,"['sd', 'range_value', 'length', 'sum_diff']",0,1,92.45614035087719
4,3,4,['length'],1,1,93.6842105263158
4,3,4,['length'],0,1,92.63157894736842
4,3,4,"['length', 'sd']",1,1,93.33333333333333
4,3,4,"['length', 'sd']",0,1,94.03508771929825
4,3,4,"['sd', 'range_value', 'length', 'sum_diff']",1,1,93.50877192982456
4,3,4,"['sd', 'range_value', 'length', 'sum_diff']",0,1,93.85964912280701
4,3,8,['length'],1,1,92.98245614035088
4,3,8,['length'],0,1,92.98245614035088
4,3,8,"['length', 'sd']",1,1,94.56140350877193
4,3,8,"['length', 'sd']",0,1,90.87719298245615
4,3,8,"['sd', 'range_value', 'length', 'sum_diff']",1,1,90.70175438596492
4,3,8,"['sd', 'range_value', 'length', 'sum_diff']",0,1,85.96491228070175
4,3,16,['length'],1,1,92.45614035087719
4,3,16,['length'],0,1,93.50877192982456
4,3,16,"['length', 'sd']",1,1,85.78947368421052
4,3,16,"['length', 'sd']",0,1,87.19298245614036
4,3,16,"['sd', 'range_value', 'length', 'sum_diff']",1,1,81.22807017543859
4,3,16,"['sd', 'range_value', 'length', 'sum_diff']",0,1,84.91228070175438
4,3,32,['length'],1,1,82.28070175438596
4,3,32,['length'],0,1,93.15789473684211
4,3,32,"['length', 'sd']",1,1,78.59649122807018
4,3,32,"['length', 'sd']",0,1,84.56140350877193
4,3,32,"['sd', 'range_value', 'length', 'sum_diff']",1,1,79.12280701754386
4,3,32,"['sd', 'range_value', 'length', 'sum_diff']",0,1,79.82456140350878
4,3,64,['length'],1,1,83.85964912280703
4,3,64,['length'],0,1,91.57894736842105
4,3,64,"['length', 'sd']",1,1,79.64912280701755
4,3,64,"['length', 'sd']",0,1,79.82456140350878
4,3,64,"['sd', 'range_value', 'length', 'sum_diff']",1,1,77.01754385964912
4,3,64,"['sd', 'range_value', 'length', 'sum_diff']",0,1,78.24561403508771
4,3,128,['length'],1,1,78.42105263157895
4,3,128,['length'],0,1,79.64912280701755
4,3,128,"['length', 'sd']",1,1,76.14035087719299
4,3,128,"['length', 'sd']",0,1,72.80701754385966
4,3,128,"['sd', 'range_value', 'length', 'sum_diff']",1,1,74.91228070175438
4,3,128,"['sd', 'range_value', 'length', 'sum_diff']",0,1,74.91228070175438
5,1,2,['length'],1,1,88.75219683655537
5,1,2,['length'],0,1,88.75219683655537
5,1,2,"['length', 'sd']",1,1,88.22495606326889
5,1,2,"['length', 'sd']",0,1,90.15817223198594
5,1,2,"['sd', 'range_value', 'length', 'sum_diff']",1,1,89.27943760984182
5,1,2,"['sd', 'range_value', 'length', 'sum_diff']",0,1,89.27943760984182
5,1,4,['length'],1,1,88.40070298769771
5,1,4,['length'],0,1,88.92794376098419
5,1,4,"['length', 'sd']",1,1,89.27943760984182
5,1,4,"['length', 'sd']",0,1,89.80667838312829
5,1,4,"['sd', 'range_value', 'length', 'sum_diff']",1,1,87.87346221441125
5,1,4,"['sd', 'range_value', 'length', 'sum_diff']",0,1,88.04920913884007
5,1,8,['length'],1,1,88.04920913884007
5,1,8,['length'],0,1,89.27943760984182
5,1,8,"['length', 'sd']",1,1,89.27943760984182
5,1,8,"['length', 'sd']",0,1,88.22495606326889
5,1,8,"['sd', 'range_value', 'length', 'sum_diff']",1,1,89.27943760984182
5,1,8,"['sd', 'range_value', 'length', 'sum_diff']",0,1,90.33391915641477
5,1,16,['length'],1,1,89.103690685413
5,1,16,['length'],0,1,90.15817223198594
5,1,16,"['length', 'sd']",1,1,91.75219683655537
5,1,16,"['length', 'sd']",0,1,85.41300527240774
5,1,16,"['sd', 'range_value', 'length', 'sum_diff']",1,1,87.5219683655536
5,1,16,"['sd', 'range_value', 'length', 'sum_diff']",0,1,87.17047451669596
5,1,32,['length'],1,1,89.98242530755711
5,1,32,['length'],0,1,90.15817223198594
5,1,32,"['length', 'sd']",1,1,85.23725834797891
5,1,32,"['length', 'sd']",0,1,86.29173989455184
5,1,32,"['sd', 'range_value', 'length', 'sum_diff']",1,1,83.47978910369068
5,1,32,"['sd', 'range_value', 'length', 'sum_diff']",0,1,87.34622144112478
5,1,64,['length'],1,1,88.75219683655537
5,1,64,['length'],0,1,89.27943760984182
5,1,64,"['length', 'sd']",1,1,84.53427065026362
5,1,64,"['length', 'sd']",0,1,87.69771528998243
5,1,64,"['sd', 'range_value', 'length', 'sum_diff']",1,1,84.53427065026362
5,1,64,"['sd', 'range_value', 'length', 'sum_diff']",0,1,87.87346221441125
5,1,128,['length'],1,1,88.75219683655537
5,1,128,['length'],0,1,89.63093145869946
5,1,128,"['length', 'sd']",1,1,85.9402460456942
5,1,128,"['length', 'sd']",0,1,85.76449912126537
5,1,128,"['sd', 'range_value', 'length', 'sum_diff']",1,1,85.58875219683657
5,1,128,"['sd', 'range_value', 'length', 'sum_diff']",0,1,86.11599297012302
5,2,2,['length'],1,1,91.03690685413005
5,2,2,['length'],0,1,91.21265377855887
5,2,2,"['length', 'sd']",1,1,88.40070298769771
5,2,2,"['length', 'sd']",0,1,91.21265377855887
5,2,2,"['sd', 'range_value', 'length', 'sum_diff']",1,1,90.15817223198594
5,2,2,"['sd', 'range_value', 'length', 'sum_diff']",0,1,88.22495606326889
5,2,4,['length'],1,1,91.03690685413005
5,2,4,['length'],0,1,88.40070298769771
5,2,4,"['length', 'sd']",1,1,86.8189806678383
5,2,4,"['length', 'sd']",0,1,87.5219683655536
5,2,4,"['sd', 'range_value', 'length', 'sum_diff']",1,1,89.98242530755711
5,2,4,"['sd', 'range_value', 'length', 'sum_diff']",0,1,89.45518453427064
5,2,8,['length'],1,1,89.103690685413
5,2,8,['length'],0,1,89.63093145869946
5,2,8,"['length', 'sd']",1,1,84.3585237258348
5,2,8,"['length', 'sd']",0,1,88.04920913884007
5,2,8,"['sd', 'range_value', 'length', 'sum_diff']",1,1,88.57644991212655
5,2,8,"['sd', 'range_value', 'length', 'sum_diff']",0,1,87.17047451669596
5,2,16,['length'],1,1,88.75219683655537
5,2,16,['length'],0,1,89.45518453427064
5,2,16,"['length', 'sd']",1,1,86.29173989455184
5,2,16,"['length', 'sd']",0,1,87.17047451669596
5,2,16,"['sd', 'range_value', 'length', 'sum_diff']",1,1,83.6555360281195
5,2,16,"['sd', 'range_value', 'length', 'sum_diff']",0,1,83.83128295254832
5,2,32,['length'],1,1,88.57644991212655
5,2,32,['length'],0,1,89.63093145869946
5,2,32,"['length', 'sd']",1,1,84.88576449912127
5,2,32,"['length', 'sd']",0,1,86.11599297012302
5,2,32,"['sd', 'range_value', 'length', 'sum_diff']",1,1,81.01933216168717
5,2,32,"['sd', 'range_value', 'length', 'sum_diff']",0,1,85.06151142355009
5,2,64,['length'],1,1,88.75219683655537
5,2,64,['length'],0,1,89.103690685413
5,2,64,"['length', 'sd']",1,1,82.42530755711776
5,2,64,"['length', 'sd']",0,1,86.46748681898066
5,2,64,"['sd', 'range_value', 'length', 'sum_diff']",1,1,79.78910369068541
5,2,64,"['sd', 'range_value', 'length', 'sum_diff']",0,1,82.0738137082601
5,2,128,['length'],1,1,87.87346221441125
5,2,128,['length'],0,1,89.63093145869946
5,2,128,"['length', 'sd']",1,1,80.31634446397187
5,2,128,"['length', 'sd']",0,1,82.24956063268893
5,2,128,"['sd', 'range_value', 'length', 'sum_diff']",1,1,76.27416520210897
5,2,128,"['sd', 'range_value', 'length', 'sum_diff']",0,1,80.4920913884007
5,3,2,['length'],1,1,91.21265377855887
5,3,2,['length'],0,1,91.21265377855887
5,3,2,"['length', 'sd']",1,1,89.27943760984182
5,3,2,"['length', 'sd']",0,1,89.45518453427064
5,3,2,"['sd', 'range_value', 'length', 'sum_diff']",1,1,91.21265377855887
5,3,2,"['sd', 'range_value', 'length', 'sum_diff']",0,1,88.92794376098419
5,3,4,['length'],1,1,88.75219683655537
5,3,4,['length'],0,1,89.80667838312829
5,3,4,"['length', 'sd']",1,1,91.03690685413005
5,3,4,"['length', 'sd']",0,1,89.27943760984182
5,3,4,"['sd', 'range_value', 'length', 'sum_diff']",1,1,88.04920913884007
5,3,4,"['sd', 'range_value', 'length', 'sum_diff']",0,1,86.8189806678383
5,3,8,['length'],1,1,88.92794376098419
5,3,8,['length'],0,1,89.45518453427064
5,3,8,"['length', 'sd']",1,1,87.34622144112478
5,3,8,"['length', 'sd']",0,1,85.06151142355009
5,3,8,"['sd', 'range_value', 'length', 'sum_diff']",1,1,92.3884007029877
5,3,8,"['sd', 'range_value', 'length', 'sum_diff']",0,1,83.6555360281195
5,3,16,['length'],1,1,89.27943760984182
5,3,16,['length'],0,1,89.80667838312829
5,3,16,"['length', 'sd']",1,1,82.95254833040421
5,3,16,"['length', 'sd']",0,1,86.46748681898066
5,3,16,"['sd', 'range_value', 'length', 'sum_diff']",1,1,81.89806678383128
5,3,16,"['sd', 'range_value', 'length', 'sum_diff']",0,1,85.76449912126537
5,3,32,['length'],1,1,86.99472759226714
5,3,32,['length'],0,1,89.80667838312829
5,3,32,"['length', 'sd']",1,1,78.38312829525483
5,3,32,"['length', 'sd']",0,1,82.60105448154658
5,3,32,"['sd', 'range_value', 'length', 'sum_diff']",1,1,76.44991212653778
5,3,32,"['sd', 'range_value', 'length', 'sum_diff']",0,1,78.55887521968366
5,3,64,['length'],1,1,81.89806678383128
5,3,64,['length'],0,1,89.98242530755711
5,3,64,"['length', 'sd']",1,1,74.51669595782073
5,3,64,"['length', 'sd']",0,1,76.44991212653778
5,3,64,"['sd', 'range_value', 'length', 'sum_diff']",1,1,72.40773286467487
5,3,64,"['sd', 'range_value', 'length', 'sum_diff']",0,1,73.63796133567662
5,3,128,['length'],1,1,77.68014059753953
5,3,128,['length'],0,1,78.55887521968366
5,3,128,"['length', 'sd']",1,1,70.47451669595782
5,3,128,"['length', 'sd']",0,1,69.42003514938489
5,3,128,"['sd', 'range_value', 'length', 'sum_diff']",1,1,70.47451669595782
5,3,128,"['sd', 'range_value', 'length', 'sum_diff']",0,1,69.59578207381371
6,1,2,['length'],1,1,94.02460456942003
6,1,2,['length'],0,1,94.20035149384886
6,1,2,"['length', 'sd']",1,1,93.32161687170475
6,1,2,"['length', 'sd']",0,1,91.56414762741653
6,1,2,"['sd', 'range_value', 'length', 'sum_diff']",1,1,92.79437609841827
6,1,2,"['sd', 'range_value', 'length', 'sum_diff']",0,1,93.84885764499121
6,1,4,['length'],1,1,94.02460456942003
6,1,4,['length'],0,1,93.49736379613357
6,1,4,"['length', 'sd']",1,1,92.61862917398945
6,1,4,"['length', 'sd']",0,1,92.79437609841827
6,1,4,"['sd', 'range_value', 'length', 'sum_diff']",1,1,94.37609841827768
6,1,4,"['sd', 'range_value', 'length', 'sum_diff']",0,1,93.32161687170475
6,1,8,['length'],1,1,93.02460456942003
6,1,8,['length'],0,1,92.97012302284709
6,1,8,"['length', 'sd']",1,1,93.14586994727593
6,1,8,"['length', 'sd']",0,1,92.79437609841827
6,1,8,"['sd', 'range_value', 'length', 'sum_diff']",1,1,92.2671353251318
6,1,8,"['sd', 'range_value', 'length', 'sum_diff']",0,1,93.49736379613357
6,1,16,['length'],1,1,93.32161687170475
6,1,16,['length'],0,1,93.67311072056239
6,1,16,"['length', 'sd']",1,1,89.98242530755711
6,1,16,"['length', 'sd']",0,1,90.33391915641477
6,1,16,"['sd', 'range_value', 'length', 'sum_diff']",1,1,91.91564147627417
6,1,16,"['sd', 'range_value', 'length', 'sum_diff']",0,1,91.91564147627417
6,1,32,['length'],1,1,92.61862917398945
6,1,32,['length'],0,1,92.97012302284709
6,1,32,"['length', 'sd']",1,1,91.03690685413005
6,1,32,"['length', 'sd']",0,1,90.50966608084359
6,1,32,"['sd', 'range_value', 'length', 'sum_diff']",1,1,90.15817223198594
6,1,32,"['sd', 'range_value', 'length', 'sum_diff']",0,1,91.56414762741653
6,1,64,['length'],1,1,92.61862917398945
6,1,64,['length'],0,1,93.49736379613357
6,1,64,"['length', 'sd']",1,1,88.75219683655537
6,1,64,"['length', 'sd']",0,1,89.98242530755711
6,1,64,"['sd', 'range_value', 'length', 'sum_diff']",1,1,90.68541300527241
6,1,64,"['sd', 'range_value', 'length', 'sum_diff']",0,1,90.15817223198594
6,1,128,['length'],1,1,92.61862917398945
6,1,128,['length'],0,1,92.2671353251318
6,1,128,"['length', 'sd']",1,1,88.75219683655537
6,1,128,"['length', 'sd']",0,1,90.15817223198594
6,1,128,"['sd', 'range_value', 'length', 'sum_diff']",1,1,87.34622144112478
6,1,128,"['sd', 'range_value', 'length', 'sum_diff']",0,1,89.98242530755711
6,2,2,['length'],1,1,92.44288224956063
6,2,2,['length'],0,1,93.32161687170475
6,2,2,"['length', 'sd']",1,1,92.97012302284709
6,2,2,"['length', 'sd']",0,1,92.79437609841827
6,2,2,"['sd', 'range_value', 'length', 'sum_diff']",1,1,95.02460456942003
6,2,2,"['sd', 'range_value', 'length', 'sum_diff']",0,1,92.97012302284709
6,2,4,['length'],1,1,94.02460456942003
6,2,4,['length'],0,1,94.37609841827768
6,2,4,"['length', 'sd']",1,1,94.56414762741653
6,2,4,"['length', 'sd']",0,1,93.14586994727593
6,2,4,"['sd', 'range_value', 'length', 'sum_diff']",1,1,93.84885764499121
6,2,4,"['sd', 'range_value', 'length', 'sum_diff']",0,1,91.3884007029877
6,2,8,['length'],1,1,92.79437609841827
6,2,8,['length'],0,1,93.14586994727593
6,2,8,"['length', 'sd']",1,1,91.03690685413005
6,2,8,"['length', 'sd']",0,1,91.73989455184535
6,2,8,"['sd', 'range_value', 'length', 'sum_diff']",1,1,91.56414762741653
6,2,8,"['sd', 'range_value', 'length', 'sum_diff']",0,1,92.44288224956063
6,2,16,['length'],1,1,92.97012302284709
6,2,16,['length'],0,1,93.67311072056239
6,2,16,"['length', 'sd']",1,1,89.63093145869946
6,2,16,"['length', 'sd']",0,1,88.40070298769771
6,2,16,"['sd', 'range_value', 'length', 'sum_diff']",1,1,86.8189806678383
6,2,16,"['sd', 'range_value', 'length', 'sum_diff']",0,1,87.69771528998243
6,2,32,['length'],1,1,92.79437609841827
6,2,32,['length'],0,1,93.67311072056239
6,2,32,"['length', 'sd']",1,1,85.06151142355009
6,2,32,"['length', 'sd']",0,1,90.86115992970123
6,2,32,"['sd', 'range_value', 'length', 'sum_diff']",1,1,84.71001757469244
6,2,32,"['sd', 'range_value', 'length', 'sum_diff']",0,1,87.69771528998243
6,2,64,['length'],1,1,92.2671353251318
6,2,64,['length'],0,1,92.61862917398945
6,2,64,"['length', 'sd']",1,1,86.46748681898066
6,2,64,"['length', 'sd']",0,1,87.87346221441125
6,2,64,"['sd', 'range_value', 'length', 'sum_diff']",1,1,82.42530755711776
6,2,64,"['sd', 'range_value', 'length', 'sum_diff']",0,1,85.06151142355009
6,2,128,['length'],1,1,92.61862917398945
6,2,128,['length'],0,1,92.61862917398945
6,2,128,"['length', 'sd']",1,1,81.37082601054482
6,2,128,"['length', 'sd']",0,1,85.41300527240774
6,2,128,"['sd', 'range_value', 'length', 'sum_diff']",1,1,78.38312829525483
6,2,128,"['sd', 'range_value', 'length', 'sum_diff']",0,1,83.12829525483303
6,3,2,['length'],1,1,92.44288224956063
6,3,2,['length'],0,1,93.49736379613357
6,3,2,"['length', 'sd']",1,1,92.79437609841827
6,3,2,"['length', 'sd']",0,1,93.84885764499121
6,3,2,"['sd', 'range_value', 'length', 'sum_diff']",1,1,94.32161687170475
6,3,2,"['sd', 'range_value', 'length', 'sum_diff']",0,1,92.09138840070298
6,3,4,['length'],1,1,92.44288224956063
6,3,4,['length'],0,1,92.79437609841827
6,3,4,"['length', 'sd']",1,1,91.21265377855887
6,3,4,"['length', 'sd']",0,1,91.21265377855887
6,3,4,"['sd', 'range_value', 'length', 'sum_diff']",1,1,90.68541300527241
6,3,4,"['sd', 'range_value', 'length', 'sum_diff']",0,1,93.14586994727593
6,3,8,['length'],1,1,93.49736379613357
6,3,8,['length'],0,1,92.79437609841827
6,3,8,"['length', 'sd']",1,1,92.09138840070298
6,3,8,"['length', 'sd']",0,1,88.04920913884007
6,3,8,"['sd', 'range_value', 'length', 'sum_diff']",1,1,87.87346221441125
6,3,8,"['sd', 'range_value', 'length', 'sum_diff']",0,1,90.50966608084359
6,3,16,['length'],1,1,92.97012302284709
6,3,16,['length'],0,1,92.44288224956063
6,3,16,"['length', 'sd']",1,1,86.11599297012302
6,3,16,"['length', 'sd']",0,1,88.04920913884007
6,3,16,"['sd', 'range_value', 'length', 'sum_diff']",1,1,84.53427065026362
6,3,16,"['sd', 'range_value', 'length', 'sum_diff']",0,1,86.64323374340948
6,3,32,['length'],1,1,92.61862917398945
6,3,32,['length'],0,1,91.91564147627417
6,3,32,"['length', 'sd']",1,1,82.77680140597539
6,3,32,"['length', 'sd']",0,1,86.11599297012302
6,3,32,"['sd', 'range_value', 'length', 'sum_diff']",1,1,79.43760984182776
6,3,32,"['sd', 'range_value', 'length', 'sum_diff']",0,1,81.195079086116
6,3,64,['length'],1,1,88.40070298769771
6,3,64,['length'],0,1,92.09138840070298
6,3,64,"['length', 'sd']",1,1,76.97715289982425
6,3,64,"['length', 'sd']",0,1,76.6256590509666
6,3,64,"['sd', 'range_value', 'length', 'sum_diff']",1,1,75.21968365553603
6,3,64,"['sd', 'range_value', 'length', 'sum_diff']",0,1,74.69244288224957
6,3,128,['length'],1,1,81.54657293497364
6,3,128,['length'],0,1,86.29173989455184
6,3,128,"['length', 'sd']",1,1,75.92267135325132
6,3,128,"['length', 'sd']",0,1,74.86818980667839
6,3,128,"['sd', 'range_value', 'length', 'sum_diff']",1,1,75.57117750439367
6,3,128,"['sd', 'range_value', 'length', 'sum_diff']",0,1,72.75922671353251
